id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1641250151380418561,1641250151380418561,2023-03-30 08:25:03 +07,2023-03-30,08:25:03,+0700,2828358419,ctpatrol,CT Patrol,,"$ARB amazing.... F*CK $CELO garbage sh*t coin, how the f*ck do i open long at .70 goes all the way to .77 n now .69 ..  https://t.co/aqdYnoaq9V",en,[],[],['https://pbs.twimg.com/media/FsbkEEiXgAAT60c.png'],0,0,0,[],"['arb', 'celo']",https://twitter.com/ctpatrol/status/1641250151380418561,False,https://twitter.com/ctpatrol/status/1641231768949858304,1,https://pbs.twimg.com/media/FsbkEEiXgAAT60c.png,,,,,,,[],,,,
1641250078928011264,1641250078928011264,2023-03-30 08:24:46 +07,2023-03-30,08:24:46,+0700,1630321486769651714,shibacn,Shiba Coin,,#finansalköle yim #sahibe varmi sanal,tr,[],[],[],0,0,0,"['finansalköle', 'sahibe']",[],https://twitter.com/Shibacn/status/1641250078928011264,False,,0,,,,,,,,[],,,,
1641250067284729857,1641150763807146019,2023-03-30 08:24:43 +07,2023-03-30,08:24:43,+0700,1597154692357816320,veromca_nixon,Baby Doge Coin Value,,@TheBayArea_Art @Stephan51003025 @RodMacMillan4 @ChapmanButler6,qam,"[{'screen_name': 'rodmacmillan4', 'name': 'rod macmillan', 'id': '1608197659483078658'}, {'screen_name': 'chapmanbutler6', 'name': 'kei kato', 'id': '1596603671860502528'}]",[],[],0,0,0,[],[],https://twitter.com/veromca_nixon/status/1641250067284729857,False,,0,,,,,,,,"[{'screen_name': 'TheBayArea_Art', 'name': 'TheBayArea', 'id': '1512098505254481922'}]",,,,
1641250052961075201,1641250052961075201,2023-03-30 08:24:40 +07,2023-03-30,08:24:40,+0700,1525991153983795200,of_indigo_skies,Laslow: Caked Up Bunnysuit Edition,,"Realistically, lifting up an Elise should be an easy task.  But it's way, way funnier to leave such things to a coin flip.    Laslow dug his heels in to pull Elise up, the ground below his foot shifted just enough to throw off his balance.    The result? +",en,[],[],[],1,0,0,[],[],https://twitter.com/Of_Indigo_Skies/status/1641250052961075201,False,https://twitter.com/poisedlilium/status/1641238882795618304,0,,,,,,,,[],,,,
1641250041833865218,1641250041833865218,2023-03-30 08:24:37 +07,2023-03-30,08:24:37,+0700,1491003424971935744,jminstahype,Jimin Instagram “FACE”,,Jimin's Episode 30 preview pictures shared by KBS2's “Beat Coin” on their IG   HONORABLE 'FACE' HOLDER 🌟 JIMIN 🌟 AT SMILE   I'm 'Like Crazy' 🌌  Episode 30 airs tonight at 8:30pm  Stay tuned to KBS2   💛  https://t.co/0FBpCfJ6FY  #LikeCrazy #SetMeFree_Pt2 #Jimin_FACE #JIMIN  https://t.co/gLOy8A2UEt,en,[],['https://www.instagram.com/p/CqZMu72Pg00/?igshid=YmMyMTA2M2Y='],"['https://pbs.twimg.com/media/FsbkNLPaUAERPci.jpg', 'https://pbs.twimg.com/media/FsbkNLRagAAdqxO.jpg', 'https://pbs.twimg.com/media/FsbkNLPagAImQq6.jpg']",0,2,2,"['likecrazy', 'setmefree_pt2', 'jimin_face', 'jimin']",[],https://twitter.com/jminstahype/status/1641250041833865218,False,,1,https://pbs.twimg.com/media/FsbkNLPaUAERPci.jpg,,,,,,,[],,,,
1641250036372721665,1641119108489166848,2023-03-30 08:24:36 +07,2023-03-30,08:24:36,+0700,2493368173,coinscrazy,CrazyCrypto 🏴‍☠️ #TRIBΞ,,@whoiswho_crew Hmmmm. I’m gonna guess but I’m probably wrong lol. All of these look so badass. I am pumped to be part of this project. 🔥💪  Oh my guess is it’s a 1/1 and Darth Vader. Do I win? 😬,en,[],[],[],1,0,0,[],[],https://twitter.com/CoinsCrazy/status/1641250036372721665,False,,0,,,,,,,,"[{'screen_name': 'whoiswho_crew', 'name': 'Who is Who', 'id': '1438430371213979657'}]",,,,
1641250036041547777,1641249794923560960,2023-03-30 08:24:36 +07,2023-03-30,08:24:36,+0700,1278362330024210432,seimaiki_coin,コイン精米機,,@mifu_kana おはよー,ja,[],[],[],0,0,0,[],[],https://twitter.com/seimaiki_coin/status/1641250036041547777,False,,0,,,,,,,,"[{'screen_name': 'mifu_kana', 'name': 'みふ かな/Mif.Kana', 'id': '18208551'}]",,,,
1641250033746976772,1641250033746976772,2023-03-30 08:24:35 +07,2023-03-30,08:24:35,+0700,1630321486769651714,shibacn,Shiba Coin,,sınırsız itaatkar köleyim ezik assalik orosbu cocugu köleyim sinirsizim ne emrederseniz yaparim ez döv sov assala istedini yap yaptir emret havlat aglat hayatimi karart zorla istediğini yaptir itaat ederim etmessem ifsala rezil et senin malın #Finansalköle olayım #sahibe  Emir vr,tr,[],[],[],0,0,0,"['finansalköle', 'sahibe']",[],https://twitter.com/Shibacn/status/1641250033746976772,False,,0,,,,,,,,[],,,,
1641250012972687362,1641250012972687362,2023-03-30 08:24:30 +07,2023-03-30,08:24:30,+0700,1532794397540208641,coin_pass,GOLD 🪙 PASS,,"Omnichain Smart Contracts enable a new paradigm for web3 dApp building like @Bitcoin Smart Contracts. Enter @zetablockchain testnet now to experience swapping native BTC (with no wrapping) for other DeFi assets, and earn 5,000 ZETA Points:  https://t.co/3OOgL29gqh #ZetaLabs",en,"[{'screen_name': 'bitcoin', 'name': 'bitcoin', 'id': '357312062'}, {'screen_name': 'zetablockchain', 'name': 'zetachain', 'id': '1409970051562708994'}]",['https://labs.zetachain.com/leaderboard?code=WDyfKQqEz2RGcslUV5vCh'],[],0,0,0,['zetalabs'],[],https://twitter.com/coin_pass/status/1641250012972687362,False,,0,,,,,,,,[],,,,
1641250006077415424,1641214827635830786,2023-03-30 08:24:29 +07,2023-03-30,08:24:29,+0700,743902696789282816,whacked_paddy,BritInExile,,"@RushPabst Beautiful, but the premium on these coins are some of the largest in the industry.",en,[],[],[],1,0,1,[],[],https://twitter.com/Whacked_Paddy/status/1641250006077415424,False,,0,,,,,,,,"[{'screen_name': 'RushPabst', 'name': 'Rush Pabst', 'id': '1618792824429756416'}]",,,,
